"ID"	"Description"	"Gene"	"GeneID"
"dr:D07860"	"Dioxopromethazine hydrochloride;"	"HRH1"	"3269"
"dr:D07861"	"Diphenoxylate (INN)"	"OPRM1"	"4988"
"dr:D07862"	"Diphenylpyraline (INN)"	"HRH1"	"3269"
"dr:D07863"	"Diprenorphine (INN)"	"OPRK1/OPRM1"	"4986/4988"
"dr:D07864"	"Diprenorphine hydrochloride;"	"OPRK1/OPRM1"	"4986/4988"
"dr:D07866"	"Docetaxel (JAN/INN);"	"TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D07867"	"Dolasetron (INN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D07868"	"Domperidone maleate;"	"DRD2"	"1813"
"dr:D07869"	"Donepezil (JAN/INN);"	"ACHE"	"43"
"dr:D07870"	"Dopamine (INN);"	"DRD1/DRD2/DRD3/DRD4/DRD5"	"1812/1813/1814/1815/1816"
"dr:D07871"	"Dorzolamide (INN);"	"CA1/CA2/CA3/CA4/CA5A/CA5B/CA6/CA7/CA8/CA9/CA12/CA13/CA14"	"759/760/761/762/763/11238/765/766/767/768/771/377677/23632"
"dr:D07872"	"Dosulepin (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07874"	"Doxazosin (INN);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D07875"	"Doxepin (INN);"	"HRH1/SLC6A4/SLC6A2"	"3269/6532/6530"
"dr:D07878"	"Doxylamine (INN)"	"HRH1"	"3269"
"dr:D07879"	"Drotaverine hydrochloride;"	"PDE4A/PDE4B/PDE4C/PDE4D"	"5141/5142/5143/5144"
"dr:D07880"	"Duloxetine (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07883"	"Eflornithine (INN)"	"ODC1"	"4953"
"dr:D07886"	"Efonidipine (INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07887"	"Eletriptan (INN)"	"HTR1B/HTR1D"	"3351/3352"
"dr:D07888"	"Eltenac (INN);"	"PTGS2"	"5743"
"dr:D07889"	"Embramine (INN)"	"HRH1"	"3269"
"dr:D07890"	"Emedastine (INN);"	"HRH1"	"3269"
"dr:D07892"	"Enalapril (INN);"	"ACE"	"1636"
"dr:D07894"	"Encainide (INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07900"	"Epinastine (INN);"	"HRH1"	"3269"
"dr:D07901"	"Epirubicin (INN);"	"TOP2A/TOP2B"	"7153/7155"
"dr:D07904"	"Eptazocine (INN)"	"OPRK1"	"4986"
"dr:D07905"	"Ergometrine (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D07906"	"Ergotamine (INN)"	"ADRA1A/ADRA1B/ADRA1D/HTR1A/HTR1B/HTR1D"	"148/147/146/3350/3351/3352"
"dr:D07907"	"Erlotinib (INN)"	"EGFR"	"1956"
"dr:D07913"	"Escitalopram (INN);"	"SLC6A4"	"6532"
"dr:D07916"	"Esmolol (INN)"	"ADRB1"	"153"
"dr:D07917"	"Esomeprazole (INN);"	"ATP4A/ATP4B"	"495/496"
"dr:D07918"	"Estradiol hemihydrate;"	"ESR1/ESR2"	"2099/2100"
"dr:D07919"	"Estradiol 17 beta-hemisuccinate;"	"ESR1/ESR2"	"2099/2100"
"dr:D07920"	"Estriol succinate;"	"ESR1/ESR2"	"2099/2100"
"dr:D07921"	"Estriol sodium succinate (BAN);"	"ESR1/ESR2"	"2099/2100"
"dr:D07928"	"Ethinylestradiol propanesulfonate;"	"ESR1"	"2099"
"dr:D07929"	"Ethylmorphine (BAN)"	"OPRM1"	"4988"
"dr:D07931"	"Etilefrine (INN);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3"	"148/147/146/150/151/152/153/154/155"
"dr:D07932"	"Etiproston (INN);"	"PTGFR"	"5737"
"dr:D07937"	"Etorphine (INN)"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D07938"	"Bupropion hydrobromide (USAN);"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D07939"	"Etynodiol (INN);"	"PGR/ESR1"	"5241/2099"
"dr:D07940"	"Fadrozole (INN)"	"CYP19A1"	"1588"
"dr:D07941"	"Fasudil (INN)"	"ROCK1/ROCK2"	"6093/9475"
"dr:D07943"	"Fendiline hydrochloride;"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07945"	"Fenfluramine (INN);"	"SLC6A4/HTR1D/HTR2A/HTR2C/SIGMAR1"	"6532/3352/3356/3358/10280"
"dr:D07946"	"Fenoldopam (INN);"	"DRD1"	"1812"
"dr:D07951"	"Fentonium bromide (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07957"	"Fertirelin (INN)"	"GNRHR"	"2798"
"dr:D07958"	"Fexofenadine (INN);"	"HRH1"	"3269"
"dr:D07961"	"Flavoxate (INN);"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D07962"	"Flecainide (INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07966"	"Fludarabine (INN);"	"RRM1"	"6240"
"dr:D07967"	"Fludrocortisone (INN);"	"NR3C2"	"4306"
"dr:D07968"	"Flugestone (INN);"	"PGR"	"5241"
"dr:D07969"	"Fluindione (INN);"	"VKORC1"	"79001"
"dr:D07971"	"Flunarizine (INN);"	"CACNA1I/CACNA1H/CACNA1G"	"8911/8912/8913"
"dr:D07972"	"Fluocortin (INN)"	"NR3C1"	"2908"
"dr:D07973"	"Fluocortolone 21-pivalate;"	"NR3C1"	"2908"
"dr:D07974"	"Fluorouracil sodium salt;"	"TYMS"	"7298"
"dr:D07975"	"Flupamesone;"	"NR3C1"	"2908"
"dr:D07976"	"Flupentixol decanoate;"	"DRD1/DRD2"	"1812/1813"
"dr:D07977"	"Fluphenazine (INN);"	"DRD2"	"1813"
"dr:D07980"	"Fluprednidene acetate;"	"NR3C1"	"2908"
"dr:D07981"	"Fluticasone (INN);"	"NR3C1"	"2908"
"dr:D07983"	"Fluvastatin (INN);"	"HMGCR"	"3156"
"dr:D07984"	"Fluvoxamine (INN)"	"SLC6A4"	"6532"
"dr:D07990"	"Formoterol (INN);"	"ADRB2"	"154"
"dr:D07992"	"Fosinopril (INN);"	"ACE"	"1636"
"dr:D07993"	"Fosphenytoin (INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07997"	"Frovatriptan (INN);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D07999"	"Sodium furosemide;"	"SLC12A1/SLC12A2"	"6557/6558"
"dr:D08001"	"Furosemide diolamine;"	"SLC12A1/SLC12A2"	"6557/6558"
"dr:D08004"	"Gabexate (INN)"	"KLKB1/KLK1/KLK2"	"3818/3816/3817"
"dr:D08009"	"Gallopamil (INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D08010"	"Ganirelix (INN);"	"GNRHR"	"2798"
"dr:D08024"	"Vosaroxin (USAN);"	"TOP2A/TOP2B"	"7153/7155"
"dr:D08026"	"Velneperit (USAN/INN)"	"NPY5R"	"4889"
"dr:D08027"	"Gonadorelin (INN);"	"GNRHR"	"2798"
"dr:D08029"	"Guanadrel (INN);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D08030"	"Guanethidine (INN)"	"SLC6A2"	"6530"
"dr:D08031"	"Guanfacine (INN);"	"ADRA2A"	"150"
"dr:D08035"	"Haloperidol lactate;"	"DRD2"	"1813"
"dr:D08036"	"Halopredone (INN)"	"NR3C1"	"2908"
"dr:D08039"	"Hexoprenaline (INN);"	"ADRB2"	"154"
"dr:D08040"	"Histamine (DCF);"	"HRH1/HRH2/HRH3/HRH4"	"3269/3274/11255/59340"
"dr:D08041"	"Homochlorcyclizine (INN)"	"HRH1"	"3269"
"dr:D08044"	"Hydralazine (INN);"	"AOC3"	"8639"
"dr:D08045"	"Hydrocodone (INN);"	"OPRM1"	"4988"
"dr:D08046"	"Hydrocodone hydrochloride;"	"OPRM1"	"4988"
"dr:D08047"	"Hydromorphone (INN)"	"OPRM1"	"4988"
"dr:D08052"	"Hydroxyprogesterone (INN)"	"PGR"	"5241"
"dr:D08053"	"Hydroxyprogesterone 17alfa-acetate;"	"PGR"	"5241"
"dr:D08054"	"Hydroxyzine (INN);"	"HRH1"	"3269"
"dr:D08056"	"Ibandronic acid (INN)"	"FDPS"	"2224"
"dr:D08057"	"Ibopamine hydrochloride;"	"DRD1/DRD2"	"1812/1813"
"dr:D08058"	"Ibuprofen arginine salt;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08059"	"Ibuprofen sodium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08060"	"Ibutilide (INN)"	"KCNH2"	"3757"
"dr:D08062"	"Idarubicin (INN);"	"TOP2A/TOP2B"	"7153/7155"
"dr:D08064"	"Ifenprodil (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08065"	"Iloprost tromethamine;"	"PTGIR"	"5739"
"dr:D08066"	"Imatinib (INN);"	"ABL1/PDGFRA/KIT"	"25/5156/3815"
"dr:D08067"	"Azilsartan medoxomil (USAN)"	"AGTR1"	"185"
"dr:D08068"	"Imidapril (INN);"	"ACE"	"1636"
"dr:D08070"	"Imipramine (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08071"	"Imipramine pamoate (USP);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08072"	"Imipraminoxide hydrochloride;"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08073"	"Incadronic acid (INN)"	"FDPS"	"2224"
"dr:D08074"	"Penbutolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D08077"	"Indeloxazine (INN)"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08078"	"Indenolol (INN)"	"ADRB1/ADRB2"	"153/154"
"dr:D08080"	"Insulin injection, biphasic isophane (BAN);"	"INSR"	"3643"
"dr:D08083"	"Vedolizumab (USAN);"	"ITGA4/ITGB7"	"3676/3695"
"dr:D08085"	"Iproniazid phosphate;"	"MAOA/MAOB"	"4128/4129"
"dr:D08086"	"Irinotecan (INN);"	"TOP1"	"7150"
"dr:D08090"	"Isoprenaline (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D08091"	"Isothipendyl (INN);"	"HRH1"	"3269"
"dr:D08092"	"Isoxsuprine (INN);"	"ADRB2"	"154"
"dr:D08093"	"Isoxsuprine lactate;"	"ADRB2"	"154"
"dr:D08094"	"Itopride (INN)"	"DRD2/ACHE"	"1813/43"
"dr:D08095"	"Ivabradine hydrochloride (JAN/USAN);"	"HCN1/HCN2/HCN3/HCN4"	"348980/610/57657/10021"
"dr:D08098"	"Ketamine (INN);"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D08099"	"Ketanserin tartrate;"	"HTR2A"	"3356"
"dr:D08100"	"Ketobemidone (INN)"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D08101"	"Ketobemidone hydrochloride;"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D08102"	"Ketoprofen lysine;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08103"	"Ketoprofen sodium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08104"	"Ketorolac (INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08105"	"Ketotifen (INN);"	"HRH1"	"3269"
"dr:D08106"	"Labetalol (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRB1/ADRB2"	"148/147/146/153/154"
"dr:D08107"	"Varespladib (USAN/INN)"	"PLA2G7"	"7941"
"dr:D08108"	"Lapatinib (INN)"	"EGFR/ERBB2"	"1956/2064"
"dr:D08111"	"Lercanidipine (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D08113"	"Leuprorelin (INN);"	"GNRHR"	"2798"
"dr:D08115"	"Levobunolol (INN)"	"ADRB1/ADRB2/ADRB3/ADRA1A/ADRA1B/ADRA1D"	"153/154/155/148/147/146"
"dr:D08116"	"Levobupivacaine (INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08117"	"Levocabastine (INN);"	"HRH1"	"3269"
"dr:D08118"	"Levocetirizine dihydrochloride (USP);"	"HRH1"	"3269"
"dr:D08121"	"Levomethadone (INN)"	"OPRM1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"4988/2902/2903/2904/2905/2906"
"dr:D08122"	"Levomethadone hydrochloride;"	"OPRM1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"4988/2902/2903/2904/2905/2906"
"dr:D08123"	"Levorphanol (INN)"	"OPRM1"	"4988"
"dr:D08124"	"Levosalbutamol (INN);"	"ADRB2"	"154"
"dr:D08125"	"Levothyroxine (BAN);"	"THRA/THRB"	"7067/7068"
"dr:D08126"	"Lidamidine (INN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D08127"	"Lidocaine hydrochloride monohydrate;"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08128"	"Liothyronine (INN);"	"THRA/THRB"	"7067/7068"
"dr:D08129"	"Liothyronine hydrochloride;"	"THRA/THRB"	"7067/7068"
"dr:D08130"	"Lisdexamfetamine (INN)"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D08131"	"Lisinopril (INN);"	"ACE"	"1636"
"dr:D08132"	"Lisuride (INN)"	"DRD2/DRD3/DRD4"	"1813/1814/1815"
"dr:D08138"	"Lobeline sulfate;"	"CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG"	"1134/1135/1136/1137/1138/8973/1139/55584/57053/1140/1141/1142/1143/1144/1145/1146"
"dr:D08140"	"Lofepramine (INN)"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08141"	"Lofexidine (INN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D08144"	"Loperamide (INN);"	"OPRM1/OPRD1/OPRK1"	"4988/4985/4986"
"dr:D08145"	"Loprazolam mesilate;"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D08146"	"Losartan (INN);"	"AGTR1"	"185"
"dr:D08147"	"Loteprednol (INN)"	"NR3C1"	"2908"
"dr:D08148"	"Loxapine hydrochloride;"	"DRD2/HTR2A"	"1813/3356"
"dr:D08149"	"Loxoprofen (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08155"	"Manidipine (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D08157"	"Mazaticol (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D08160"	"Mebeverine (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D08161"	"Mebhydrolin (INN);"	"HRH1"	"3269"
"dr:D08162"	"Meclofenamate sodium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08163"	"Meclozine (BAN);"	"HRH1"	"3269"
"dr:D08165"	"Medetomidine (INN);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D08166"	"Medroxyprogesterone (INN);"	"PGR"	"5241"
"dr:D08167"	"Megestrol (INN);"	"PGR"	"5241"
"dr:D08170"	"Melatonin (JAN);"	"MTNR1A/MTNR1B"	"4543/4544"
"dr:D08172"	"Melperone hydrochloride;"	"DRD2"	"1813"
"dr:D08174"	"Memantine (INN);"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D08181"	"Mepivacaine (INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08182"	"Meptazinol (INN)"	"OPRM1"	"4988"
"dr:D08183"	"Mepyramine (INN)"	"HRH1"	"3269"
"dr:D08187"	"Metamfetamine (INN);"	"SLC6A3/SLC6A2/SLC6A4/SLC18A2/SLC18A1"	"6531/6530/6532/6571/6570"
"dr:D08192"	"Metaraminol (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D08193"	"Metenolone (INN)"	"AR"	"367"
"dr:D08195"	"Methadone (BAN)"	"OPRM1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"4988/2902/2903/2904/2905/2906"
"dr:D08196"	"Methandriol (INN);"	"AR"	"367"
"dr:D08197"	"Methandriol dipropionate;"	"AR"	"367"
"dr:D08201"	"Methoxamine (BAN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08205"	"Methyldopa (INN);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D08206"	"Methylephedrine (BAN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3"	"148/147/146/150/151/152/153/154/155"
"dr:D08207"	"Methylergometrine (INN);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D08209"	"Metixene (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D08212"	"Trimazosin (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08215"	"Mexiletine (INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08216"	"Mianserin (INN);"	"ADRA2A/ADRA2B/ADRA2C/HTR2A/HTR2C/HTR3A/HTR3B/HTR3C/HTR3D/HTR3E/HRH1"	"150/151/152/3356/3358/3359/9177/170572/200909/285242/3269"
"dr:D08217"	"Mibefradil (INN)"	"CACNA1I/CACNA1H/CACNA1G/CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"8911/8912/8913/775/776/778/779"
"dr:D08220"	"Midodrine (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08221"	"Varespladib methyl (USAN)"	"PLA2G7"	"7941"
"dr:D08222"	"Milnacipran (INN)"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08224"	"Mitoxantrone (INN);"	"TOP2A/TOP2B"	"7153/7155"
"dr:D08225"	"Moexipril (INN)"	"ACE"	"1636"
"dr:D08226"	"Molindone (INN)"	"DRD2"	"1813"
"dr:D08227"	"Mometasone (INN)"	"NR3C1"	"2908"
"dr:D08229"	"Montelukast (INN);"	"CYSLTR1"	"10800"
"dr:D08233"	"Morphine (BAN);"	"OPRM1"	"4988"
"dr:D08234"	"Morphine tartrate;"	"OPRM1"	"4988"
"dr:D08235"	"Mosapramine (INN)"	"DRD2/HTR2A"	"1813/3356"
"dr:D08236"	"Mosapride (INN);"	"HTR4"	"3360"
"dr:D08238"	"Moxaverine hydrochloride;"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D08239"	"Moxisylyte (INN);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08241"	"Nafarelin (INN)"	"GNRHR"	"2798"
"dr:D08244"	"Naftidrofuryl (INN);"	"HTR2A"	"3356"
"dr:D08246"	"Nalbuphine (INN);"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D08247"	"Nalorphine (INN);"	"OPRM1/OPRK1"	"4988/4986"
"dr:D08248"	"Nalorphine hydrochloride (USP);"	"OPRM1/OPRK1"	"4988/4986"
"dr:D08249"	"Naloxone (INN);"	"OPRM1/OPRK1/OPRD1"	"4988/4986/4985"
"dr:D08250"	"Nandrolone (INN);"	"AR"	"367"
"dr:D08251"	"Nandrolone laurate;"	"AR"	"367"
"dr:D08253"	"Naphazoline (INN);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08255"	"Naratriptan (INN);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D08257"	"Nefazodone (INN)"	"HTR2A/HTR2C/ADRA1A/ADRA1B/ADRA1D"	"3356/3358/148/147/146"
"dr:D08261"	"Neostigmine (BAN);"	"ACHE"	"43"
"dr:D08270"	"Nicardipine (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D08271"	"Nicergoline tartrate;"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08273"	"Nicomorphine hydrochloride;"	"OPRM1"	"4988"
"dr:D08275"	"Niflumic acid (INN);"	"PTGS2/CLCA1/CLCA2/CLCA4"	"5743/1179/9635/22802"
"dr:D08277"	"Turofexorate isopropyl (USAN/INN)"	"NR1H4"	"9971"
"dr:D08279"	"Tozasertib (USAN)"	"AURKA/AURKB/AURKC/ABL1/FLT3"	"6790/9212/6795/25/2322"
"dr:D08281"	"Nomegestrol acetate (USAN);"	"PGR"	"5241"
"dr:D08282"	"Nonivamide (INN);"	"TRPV1"	"7442"
"dr:D08283"	"Nordazepam (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D08284"	"Norepinephrine hydrochoride;"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3"	"148/147/146/150/151/152/153/154/155"
"dr:D08285"	"Norethisterone enantate;"	"PGR"	"5241"
"dr:D08286"	"Norfenefrine (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D08288"	"Nortriptyline (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D08290"	"Oblimersen (INN)"	"BCL2"	"596"
"dr:D08293"	"Olopatadine (INN)"	"HRH1"	"3269"
"dr:D08294"	"Olprinone (INN)"	"PDE3A/PDE3B"	"5139/5140"
"dr:D08297"	"Opipramol (INN);"	"DRD2/HTR2A/HTR2B/HTR2C/HRH1/SIGMAR1"	"1813/3356/3357/3358/3269/10280"
"dr:D08300"	"Orciprenaline (INN);"	"ADRB2"	"154"
"dr:D08301"	"Ormeloxifene (INN);"	"ESR1/ESR2"	"2099/2100"
"dr:D08305"	"Orphenadrine (INN);"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIN3A/GRIN3B/HRH1"	"2902/2903/2904/2905/2906/116443/116444/3269"
"dr:D08311"	"Oxetacaine hydrochloride;"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08318"	"Oxprenolol (INN);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D08319"	"Oxybuprocaine (INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D08322"	"Oxymetazoline (INN);"	"ADRA1A"	"148"
"dr:D08323"	"Oxymorphone (INN)"	"OPRM1"	"4988"
"dr:D08324"	"Oxyphenbutazone (INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08325"	"Oxyphencyclimine (INN)"	"CHRM1/CHRM2/CHRM3"	"1128/1129/1131"
"dr:D08327"	"Ozagrel (INN);"	"TBXAS1"	"6916"
"dr:D08339"	"Pergolide (INN);"	"DRD1/DRD2"	"1812/1813"
"dr:D08340"	"Perhexiline (INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S/CPT1A/CPT1B/CPT1C/CPT2"	"775/776/778/779/1374/1375/126129/1376"
"dr:D08341"	"Perphenazine decanoate;"	"DRD2"	"1813"
"dr:D08342"	"Perphenazine enantate;"	"DRD2"	"1813"
"dr:D08343"	"Pethidine (INN);"	"OPRM1"	"4988"
"dr:D08344"	"Tozasertib lactate (USAN);"	"AURKA/AURKB/AURKC/ABL1/FLT3"	"6790/9212/6795/25/2322"
"dr:D08347"	"Phendimetrazine (INN)"	"SLC6A2"	"6530"
"dr:D08348"	"Phendimetrazine hydrochloride;"	"SLC6A2"	"6530"
"dr:D08349"	"Phenelzine (BAN)"	"MAOA/MAOB"	"4128/4129"
"dr:D08351"	"Phenformin (BAN)"	"PRKAA1/PRKAA2"	"5562/5563"
"dr:D08352"	"Phenformin hydrochloride;"	"PRKAA1/PRKAA2"	"5562/5563"
"dr:D08353"	"Phenindamine (INN)"	"HRH1"	"3269"
"dr:D08354"	"Phenindione (INN);"	"VKORC1"	"79001"
"dr:D08355"	"Pheniramine (INN)"	"HRH1"	"3269"
"dr:D08356"	"Phenobarbital diethylamine;"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D08358"	"Phenoxybenzamine (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D08362"	"Phentolamine (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D08363"	"Phenylbutazone calcium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08364"	"Phenylbutazone sodium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D08365"	"Phenylephrine (INN);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
